;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 10/12/2023 9:55:01 PM
;----------------------------------------------

;Address Opcode 	ASM
0x058E	0x30BA      	MOVLW      186
0x058F	0x00FD      	MOVWF      R13
L_main52:
0x0590	0x0BFD      	DECFSZ     R13, 1
0x0591	0x2D90      	GOTO       L_main52
0x0592	0x0BFC      	DECFSZ     R12, 1
0x0593	0x2D90      	GOTO       L_main52
0x0594	0x0BFB      	DECFSZ     R11, 1
0x0595	0x2D90      	GOTO       L_main52
0x0596	0x0000      	NOP
;MyFinalProject.c,193 :: 		pin[i]=k-48 ;
0x0597	0x084E      	MOVF       _i, 0
0x0598	0x3EBA      	ADDLW      _pin
0x0599	0x0084      	MOVWF      FSR
0x059A	0x3030      	MOVLW      48
0x059B	0x024B      	SUBWF      _k, 0
0x059C	0x00F0      	MOVWF      R0
0x059D	0x0870      	MOVF       R0, 0
0x059E	0x0080      	MOVWF      INDF
;MyFinalProject.c,194 :: 		count++;
0x059F	0x1283      	BCF        STATUS, 5
0x05A0	0x0AEF      	INCF       _count, 1
;MyFinalProject.c,188 :: 		for(i=0;i<4;i++)
0x05A1	0x1683      	BSF        STATUS, 5
0x05A2	0x0ACE      	INCF       _i, 1
;MyFinalProject.c,195 :: 		}
0x05A3	0x2D7B      	GOTO       L_main49
L_main50:
;MyFinalProject.c,196 :: 		if(count==4)
0x05A4	0x1283      	BCF        STATUS, 5
0x05A5	0x086F      	MOVF       _count, 0
0x05A6	0x3A04      	XORLW      4
0x05A7	0x1D03      	BTFSS      STATUS, 2
0x05A8	0x2DCC      	GOTO       L_main53
;MyFinalProject.c,198 :: 		if(PORTB.RB7==1)
0x05A9	0x1F86      	BTFSS      PORTB, 7
0x05AA	0x2DCC      	GOTO       L_main54
;MyFinalProject.c,199 :: 		{Lcd_Cmd(_LCD_CLEAR);
0x05AB	0x3001      	MOVLW      1
0x05AC	0x1683      	BSF        STATUS, 5
0x05AD	0x00DB      	MOVWF      FARG_Lcd_Cmd_out_char
0x05AE	0x2089      	CALL       _Lcd_Cmd
;MyFinalProject.c,200 :: 		Lcd_Out(1,1,"code change");
0x05AF	0x3001      	MOVLW      1
0x05B0	0x1683      	BSF        STATUS, 5
0x05B1	0x00D6      	MOVWF      FARG_Lcd_Out_row
0x05B2	0x3001      	MOVLW      1
0x05B3	0x00D7      	MOVWF      FARG_Lcd_Out_column
0x05B4	0x30BF      	MOVLW      ?lstr10_MyFinalProject
0x05B5	0x00D8      	MOVWF      FARG_Lcd_Out_text
0x05B6	0x230B      	CALL       _Lcd_Out
;MyFinalProject.c,201 :: 		for(i=0;i<4;i++)
0x05B7	0x01CE      	CLRF       _i
L_main55:
0x05B8	0x3004      	MOVLW      4
0x05B9	0x024E      	SUBWF      _i, 0
0x05BA	0x1803      	BTFSC      STATUS, 0
0x05BB	0x2DCA      	GOTO       L_main56
;MyFinalProject.c,202 :: 		{  mdp[i]=pin[i] ;
0x05BC	0x084E      	MOVF       _i, 0
0x05BD	0x3E6B      	ADDLW      _mdp
0x05BE	0x00F1      	MOVWF      R1
0x05BF	0x084E      	MOVF       _i, 0
0x05C0	0x3EBA      	ADDLW      _pin
0x05C1	0x0084      	MOVWF      FSR
0x05C2	0x0800      	MOVF       INDF, 0
0x05C3	0x00F0      	MOVWF      R0
0x05C4	0x0871      	MOVF       R1, 0
0x05C5	0x0084      	MOVWF      FSR
0x05C6	0x0870      	MOVF       R0, 0
0x05C7	0x0080      	MOVWF      INDF
;MyFinalProject.c,201 :: 		for(i=0;i<4;i++)
0x05C8	0x0ACE      	INCF       _i, 1
;MyFinalProject.c,203 :: 		}
0x05C9	0x2DB8      	GOTO       L_main55
L_main56:
;MyFinalProject.c,204 :: 		x=0 ;
0x05CA	0x1283      	BCF        STATUS, 5
0x05CB	0x01EA      	CLRF       _x
;MyFinalProject.c,205 :: 		}
L_main54:
;MyFinalProject.c,206 :: 		}
L_main53:
;MyFinalProject.c,207 :: 		}
0x05CC	0x2D68      	GOTO       L_main47
L_main48:
;MyFinalProject.c,208 :: 		}
L_end_main:
0x05CD	0x2DCD      	GOTO       $+0
; end of _main
0x0648	0x3025      	MOVLW      37
0x0649	0x0084      	MOVWF      FSR
0x064A	0x3045      	MOVLW      69
0x064B	0x1283      	BCF        STATUS, 5
0x064C	0x1303      	BCF        STATUS, 6
0x064D	0x00F0      	MOVWF      R0
0x064E	0x30D3      	MOVLW      211
0x064F	0x1683      	BSF        STATUS, 5
0x0650	0x00CC      	MOVWF      ___DoICPAddr
0x0651	0x3005      	MOVLW      5
0x0652	0x00CD      	MOVWF      205
0x0653	0x2403      	CALL       1027
0x0654	0x30A0      	MOVLW      160
0x0655	0x0084      	MOVWF      FSR
0x0656	0x3010      	MOVLW      16
0x0657	0x1283      	BCF        STATUS, 5
0x0658	0x1303      	BCF        STATUS, 6
0x0659	0x00F0      	MOVWF      R0
0x065A	0x3029      	MOVLW      41
0x065B	0x1683      	BSF        STATUS, 5
0x065C	0x00CC      	MOVWF      ___DoICPAddr
0x065D	0x3006      	MOVLW      6
0x065E	0x00CD      	MOVWF      205
0x065F	0x2403      	CALL       1027
0x0660	0x306A      	MOVLW      106
0x0661	0x0084      	MOVWF      FSR
0x0662	0x3001      	MOVLW      1
0x0663	0x1283      	BCF        STATUS, 5
0x0664	0x1303      	BCF        STATUS, 6
0x0665	0x00F0      	MOVWF      R0
0x0666	0x3003      	MOVLW      3
0x0667	0x1683      	BSF        STATUS, 5
0x0668	0x00CC      	MOVWF      ___DoICPAddr
0x0669	0x3000      	MOVLW      0
0x066A	0x00CD      	MOVWF      205
0x066B	0x2403      	CALL       1027
0x066C	0x30B0      	MOVLW      176
0x066D	0x0084      	MOVWF      FSR
0x066E	0x300A      	MOVLW      10
0x066F	0x1283      	BCF        STATUS, 5
0x0670	0x1303      	BCF        STATUS, 6
0x0671	0x00F0      	MOVWF      R0
0x0672	0x3039      	MOVLW      57
0x0673	0x1683      	BSF        STATUS, 5
0x0674	0x00CC      	MOVWF      ___DoICPAddr
0x0675	0x3006      	MOVLW      6
0x0676	0x00CD      	MOVWF      205
0x0677	0x2403      	CALL       1027
0x0678	0x306B      	MOVLW      107
0x0679	0x0084      	MOVWF      FSR
0x067A	0x3005      	MOVLW      5
0x067B	0x1283      	BCF        STATUS, 5
0x067C	0x1303      	BCF        STATUS, 6
0x067D	0x00F0      	MOVWF      R0
0x067E	0x3043      	MOVLW      67
0x067F	0x1683      	BSF        STATUS, 5
0x0680	0x00CC      	MOVWF      ___DoICPAddr
0x0681	0x3006      	MOVLW      6
0x0682	0x00CD      	MOVWF      205
0x0683	0x2403      	CALL       1027
0x0684	0x30BA      	MOVLW      186
0x0685	0x0084      	MOVWF      FSR
0x0686	0x3011      	MOVLW      17
0x0687	0x1283      	BCF        STATUS, 5
0x0688	0x1303      	BCF        STATUS, 6
0x0689	0x00F0      	MOVWF      R0
0x068A	0x3018      	MOVLW      24
0x068B	0x1683      	BSF        STATUS, 5
0x068C	0x00CC      	MOVWF      ___DoICPAddr
0x068D	0x3006      	MOVLW      6
0x068E	0x00CD      	MOVWF      205
0x068F	0x2403      	CALL       1027
0x0690	0x0008      	RETURN
;MyFinalProject.c,0 :: ?ICS_x
0x0003	0x3400 ;?ICS_x+0
; end of ?ICS_x
;MyFinalProject.c,0 :: ?ICS?lstr9_MyFinalProject
0x05D3	0x342A ;?ICS?lstr9_MyFinalProject+0
0x05D4	0x3400 ;?ICS?lstr9_MyFinalProject+1
; end of ?ICS?lstr9_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr6_MyFinalProject
0x05D5	0x3443 ;?ICS?lstr6_MyFinalProject+0
0x05D6	0x346C ;?ICS?lstr6_MyFinalProject+1
0x05D7	0x3469 ;?ICS?lstr6_MyFinalProject+2
0x05D8	0x346D ;?ICS?lstr6_MyFinalProject+3
0x05D9	0x3461 ;?ICS?lstr6_MyFinalProject+4
0x05DA	0x3474 ;?ICS?lstr6_MyFinalProject+5
0x05DB	0x3469 ;?ICS?lstr6_MyFinalProject+6
0x05DC	0x3473 ;?ICS?lstr6_MyFinalProject+7
0x05DD	0x3465 ;?ICS?lstr6_MyFinalProject+8
0x05DE	0x3475 ;?ICS?lstr6_MyFinalProject+9
0x05DF	0x3472 ;?ICS?lstr6_MyFinalProject+10
0x05E0	0x3400 ;?ICS?lstr6_MyFinalProject+11
; end of ?ICS?lstr6_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr7_MyFinalProject
0x05E1	0x3441 ;?ICS?lstr7_MyFinalProject+0
0x05E2	0x3463 ;?ICS?lstr7_MyFinalProject+1
0x05E3	0x3463 ;?ICS?lstr7_MyFinalProject+2
0x05E4	0x3465 ;?ICS?lstr7_MyFinalProject+3
0x05E5	0x3473 ;?ICS?lstr7_MyFinalProject+4
0x05E6	0x3420 ;?ICS?lstr7_MyFinalProject+5
0x05E7	0x3472 ;?ICS?lstr7_MyFinalProject+6
0x05E8	0x3465 ;?ICS?lstr7_MyFinalProject+7
0x05E9	0x3466 ;?ICS?lstr7_MyFinalProject+8
0x05EA	0x3475 ;?ICS?lstr7_MyFinalProject+9
0x05EB	0x3473 ;?ICS?lstr7_MyFinalProject+10
0x05EC	0x3465 ;?ICS?lstr7_MyFinalProject+11
0x05ED	0x3400 ;?ICS?lstr7_MyFinalProject+12
; end of ?ICS?lstr7_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr8_MyFinalProject
0x05EE	0x3453 ;?ICS?lstr8_MyFinalProject+0
0x05EF	0x3461 ;?ICS?lstr8_MyFinalProject+1
0x05F0	0x3469 ;?ICS?lstr8_MyFinalProject+2
0x05F1	0x3473 ;?ICS?lstr8_MyFinalProject+3
0x05F2	0x3469 ;?ICS?lstr8_MyFinalProject+4
0x05F3	0x3472 ;?ICS?lstr8_MyFinalProject+5
0x05F4	0x3420 ;?ICS?lstr8_MyFinalProject+6
0x05F5	0x346C ;?ICS?lstr8_MyFinalProject+7
0x05F6	0x3465 ;?ICS?lstr8_MyFinalProject+8
0x05F7	0x3420 ;?ICS?lstr8_MyFinalProject+9
0x05F8	0x3463 ;?ICS?lstr8_MyFinalProject+10
0x05F9	0x346F ;?ICS?lstr8_MyFinalProject+11
0x05FA	0x3464 ;?ICS?lstr8_MyFinalProject+12
0x05FB	0x3465 ;?ICS?lstr8_MyFinalProject+13
0x05FC	0x3400 ;?ICS?lstr8_MyFinalProject+14
; end of ?ICS?lstr8_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr5_MyFinalProject
0x05FD	0x3443 ;?ICS?lstr5_MyFinalProject+0
0x05FE	0x3468 ;?ICS?lstr5_MyFinalProject+1
0x05FF	0x3461 ;?ICS?lstr5_MyFinalProject+2
0x0600	0x3475 ;?ICS?lstr5_MyFinalProject+3
0x0601	0x3466 ;?ICS?lstr5_MyFinalProject+4
0x0602	0x3466 ;?ICS?lstr5_MyFinalProject+5
0x0603	0x3461 ;?ICS?lstr5_MyFinalProject+6
0x0604	0x3467 ;?ICS?lstr5_MyFinalProject+7
0x0605	0x3465 ;?ICS?lstr5_MyFinalProject+8
0x0606	0x3400 ;?ICS?lstr5_MyFinalProject+9
; end of ?ICS?lstr5_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr3_MyFinalProject
0x0607	0x342A ;?ICS?lstr3_MyFinalProject+0
0x0608	0x3400 ;?ICS?lstr3_MyFinalProject+1
; end of ?ICS?lstr3_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr2_MyFinalProject
0x0609	0x3453 ;?ICS?lstr2_MyFinalProject+0
0x060A	0x3461 ;?ICS?lstr2_MyFinalProject+1
0x060B	0x3469 ;?ICS?lstr2_MyFinalProject+2
0x060C	0x3473 ;?ICS?lstr2_MyFinalProject+3
0x060D	0x3469 ;?ICS?lstr2_MyFinalProject+4
0x060E	0x3472 ;?ICS?lstr2_MyFinalProject+5
0x060F	0x3420 ;?ICS?lstr2_MyFinalProject+6
0x0610	0x346C ;?ICS?lstr2_MyFinalProject+7
0x0611	0x3465 ;?ICS?lstr2_MyFinalProject+8
0x0612	0x3420 ;?ICS?lstr2_MyFinalProject+9
0x0613	0x3463 ;?ICS?lstr2_MyFinalProject+10
0x0614	0x346F ;?ICS?lstr2_MyFinalProject+11
0x0615	0x3464 ;?ICS?lstr2_MyFinalProject+12
0x0616	0x3465 ;?ICS?lstr2_MyFinalProject+13
0x0617	0x3400 ;?ICS?lstr2_MyFinalProject+14
; end of ?ICS?lstr2_MyFinalProject
;MyFinalProject.c,0 :: ?ICS_pin
0x0618	0x3400 ;?ICS_pin+0
0x0619	0x3400 ;?ICS_pin+1
0x061A	0x3400 ;?ICS_pin+2
0x061B	0x3400 ;?ICS_pin+3
; end of ?ICS_pin
;MyFinalProject.c,0 :: ?ICS_nb
0x061C	0x3496 ;?ICS_nb+0
; end of ?ICS_nb
;MyFinalProject.c,0 :: ?ICS?lstr10_MyFinalProject
0x061D	0x3463 ;?ICS?lstr10_MyFinalProject+0
0x061E	0x346F ;?ICS?lstr10_MyFinalProject+1
0x061F	0x3464 ;?ICS?lstr10_MyFinalProject+2
0x0620	0x3465 ;?ICS?lstr10_MyFinalProject+3
0x0621	0x3420 ;?ICS?lstr10_MyFinalProject+4
0x0622	0x3463 ;?ICS?lstr10_MyFinalProject+5
0x0623	0x3468 ;?ICS?lstr10_MyFinalProject+6
0x0624	0x3461 ;?ICS?lstr10_MyFinalProject+7
0x0625	0x346E ;?ICS?lstr10_MyFinalProject+8
0x0626	0x3467 ;?ICS?lstr10_MyFinalProject+9
0x0627	0x3465 ;?ICS?lstr10_MyFinalProject+10
0x0628	0x3400 ;?ICS?lstr10_MyFinalProject+11
; end of ?ICS?lstr10_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr4_MyFinalProject
0x0629	0x3441 ;?ICS?lstr4_MyFinalProject+0
0x062A	0x3463 ;?ICS?lstr4_MyFinalProject+1
0x062B	0x3463 ;?ICS?lstr4_MyFinalProject+2
0x062C	0x3465 ;?ICS?lstr4_MyFinalProject+3
0x062D	0x3473 ;?ICS?lstr4_MyFinalProject+4
0x062E	0x3420 ;?ICS?lstr4_MyFinalProject+5
0x062F	0x3461 ;?ICS?lstr4_MyFinalProject+6
0x0630	0x3475 ;?ICS?lstr4_MyFinalProject+7
0x0631	0x3474 ;?ICS?lstr4_MyFinalProject+8
0x0632	0x346F ;?ICS?lstr4_MyFinalProject+9
0x0633	0x3472 ;?ICS?lstr4_MyFinalProject+10
0x0634	0x3469 ;?ICS?lstr4_MyFinalProject+11
0x0635	0x3473 ;?ICS?lstr4_MyFinalProject+12
0x0636	0x3465 ;?ICS?lstr4_MyFinalProject+13
0x0637	0x3420 ;?ICS?lstr4_MyFinalProject+14
0x0638	0x3400 ;?ICS?lstr4_MyFinalProject+15
; end of ?ICS?lstr4_MyFinalProject
;MyFinalProject.c,0 :: ?ICS?lstr1_MyFinalProject
0x0639	0x3442 ;?ICS?lstr1_MyFinalProject+0
0x063A	0x3469 ;?ICS?lstr1_MyFinalProject+1
0x063B	0x3465 ;?ICS?lstr1_MyFinalProject+2
0x063C	0x346E ;?ICS?lstr1_MyFinalProject+3
0x063D	0x3476 ;?ICS?lstr1_MyFinalProject+4
0x063E	0x3465 ;?ICS?lstr1_MyFinalProject+5
0x063F	0x346E ;?ICS?lstr1_MyFinalProject+6
0x0640	0x3475 ;?ICS?lstr1_MyFinalProject+7
0x0641	0x3465 ;?ICS?lstr1_MyFinalProject+8
0x0642	0x3400 ;?ICS?lstr1_MyFinalProject+9
; end of ?ICS?lstr1_MyFinalProject
;MyFinalProject.c,0 :: ?ICS_mdp
0x0643	0x3404 ;?ICS_mdp+0
0x0644	0x3403 ;?ICS_mdp+1
0x0645	0x3402 ;?ICS_mdp+2
0x0646	0x3401 ;?ICS_mdp+3
; end of ?ICS_mdp
;MyFinalProject.c,0 :: ?ICS_count
0x0647	0x3400 ;?ICS_count+0
; end of ?ICS_count
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [110]    _interrupt
0x0072       [7]    _Delay_50us
0x0079      [13]    _Delay_5500us
0x0086       [3]    _Delay_1us
0x0089      [94]    _Lcd_Cmd
0x00E7      [12]    _SETFOV32
0x00F3       [4]    _FIXSIGN32
0x00F7      [12]    _SETFUN32
0x0103       [7]    _RES032
0x010A       [8]    _Delay_10us
0x0112      [49]    _Keypad_Key_Press
0x0143      [13]    _SETIOV3224
0x0150      [15]    _Keypad_Key_Click
0x015F       [9]    _Lcd_Chr_CP
0x0168       [8]    _Delay_22us
0x0170       [7]    _____DoICP
0x0177      [90]    _NRM4032
0x01D1      [98]    _key
0x0233      [16]    _byte2double
0x0243      [97]    _Mul_32x32_FP
0x02A4      [67]    _double2byte
0x02E7      [36]    _ADC_Read
0x030B      [65]    _Lcd_Out
0x034C      [79]    _Lcd_Init
0x039B       [5]    _Keypad_Init
0x03A0      [19]    _ADC_Init
0x03B3      [80]    _Compare_Double
0x0403      [12]    ___CC2DW
0x040F     [446]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0001       [1]    TMR0
0x0002       [1]    PCL
0x0003       [1]    STATUS
0x0004       [1]    FSR
0x0005       [1]    PORTA
0x0006       [1]    PORTB
0x0007       [0]    LCD_D4
0x0007       [0]    LCD_D5
0x0007       [0]    LCD_D6
0x0007       [1]    PORTC
0x0007       [0]    LCD_EN
0x0007       [0]    LCD_RS
0x0007       [0]    RC0_bit
0x0007       [0]    LCD_D7
0x0007       [0]    RC3_bit
0x0007       [0]    RC2_bit
0x0007       [0]    RC5_bit
0x0007       [0]    RC4_bit
0x0007       [0]    RC1_bit
0x0008       [1]    keypadPort
0x0008       [1]    PORTD
0x0009       [1]    PORTE
0x000A       [1]    PCLATH
0x000B       [1]    INTCON
0x001E       [1]    ADRESH
0x001F       [1]    ADCON0
0x0020       [1]    __math_tempbD
0x0025       [2]    ?lstr9_MyFinalProject
0x0027      [12]    ?lstr6_MyFinalProject
0x0033      [13]    ?lstr7_MyFinalProject
0x0040      [15]    ?lstr8_MyFinalProject
0x004F      [10]    ?lstr5_MyFinalProject
0x0059       [2]    ?lstr3_MyFinalProject
0x005B      [15]    ?lstr2_MyFinalProject
0x006A       [1]    _x
0x006B       [4]    _mdp
0x006F       [1]    _count
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0081       [1]    OPTION_REG
0x0085       [1]    TRISA
0x0086       [1]    TRISB
0x0087       [0]    TRISC0_bit
0x0087       [0]    TRISC1_bit
0x0087       [0]    TRISC2_bit
0x0087       [1]    TRISC
0x0087       [0]    LCD_EN_Direction
0x0087       [0]    LCD_RS_Direction
0x0087       [0]    TRISC5_bit
0x0087       [0]    TRISC4_bit
0x0087       [0]    TRISC3_bit
0x0087       [0]    LCD_D6_Direction
0x0087       [0]    LCD_D7_Direction
0x0087       [0]    LCD_D5_Direction
0x0087       [0]    LCD_D4_Direction
0x0089       [1]    TRISE
0x009E       [1]    ADRESL
0x009F       [1]    ADCON1
0x00A0      [16]    ?lstr4_MyFinalProject
0x00B0      [10]    ?lstr1_MyFinalProject
0x00BA       [4]    _pin
0x00BE       [1]    _nb
0x00BF      [12]    ?lstr10_MyFinalProject
0x00CB       [1]    _k
0x00CC       [2]    ___DoICPAddr
0x00CE       [1]    _i
0x00CF       [1]    _Temp
0x00D0       [1]    ___saveSTATUS
0x00D1       [1]    ___savePCLATH
0x00D2       [3]    _ADC_Get_Sample_Ptr
0x00D5       [0]    __Lib_Lcd_cmd_status
0x00D6       [1]    FARG_Lcd_Out_row
0x00D6       [1]    FARG_ADC_Read_channel
0x00D7       [1]    FARG_Lcd_Out_column
0x00D8       [1]    FARG_Lcd_Out_text
0x00D9       [1]    Lcd_Out_i_L0
0x00DA       [1]    Keypad_Key_Click_rslt_L0
0x00DA       [1]    FARG_Lcd_Chr_CP_out_char
0x00DB       [1]    Keypad_Key_Press_rslt_L0
0x00DB       [1]    FARG_Lcd_Cmd_out_char
0x00DC       [1]    Keypad_Key_Press_kdata_L0
0x00DD       [1]    Keypad_Key_Press_loc_L0
0x00DE       [1]    Keypad_Key_Press_rowcnt_L0
0x00DF       [1]    Keypad_Key_Press_shifter_L0
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x0003       [1]    ?ICS_x
0x05D3       [2]    ?ICS?lstr9_MyFinalProject
0x05D5      [12]    ?ICS?lstr6_MyFinalProject
0x05E1      [13]    ?ICS?lstr7_MyFinalProject
0x05EE      [15]    ?ICS?lstr8_MyFinalProject
0x05FD      [10]    ?ICS?lstr5_MyFinalProject
0x0607       [2]    ?ICS?lstr3_MyFinalProject
0x0609      [15]    ?ICS?lstr2_MyFinalProject
0x0618       [4]    ?ICS_pin
0x061C       [1]    ?ICS_nb
0x061D      [12]    ?ICS?lstr10_MyFinalProject
0x0629      [16]    ?ICS?lstr4_MyFinalProject
0x0639      [10]    ?ICS?lstr1_MyFinalProject
0x0643       [4]    ?ICS_mdp
0x0647       [1]    ?ICS_count
//** Label List: ** 
//----------------------------------------------
  L_key0
  L_key1
  L_key2
  L_key3
  L_key4
  L_key5
  L_key6
  L_key7
  L_key8
  L_key9
  L_key10
  L_key11
  L_key12
  L_key13
  L_key14
  L_key15
  L_key16
  L_interrupt17
  L_interrupt18
  L_interrupt19
  L_interrupt20
  L_interrupt21
  L_interrupt22
  L_interrupt23
  L_interrupt24
  L_main25
  L_main26
  L_main27
  L_main28
  L_main29
  L_main30
  L_main31
  L_main32
  L_main33
  L_main34
  L_main35
  L_main36
  L_main37
  L_main38
  L_main39
  L_main40
  L_main41
  L_main42
  L_main43
  L_main44
  L_main45
  L_main46
  L_main47
  L_main48
  L_main49
  L_main50
  L_main51
  L_main52
  L_main53
  L_main54
  L_main55
  L_main56
  L_main57
  L_end_key
  _key
  L_end_interrupt
  _interrupt
  L__interrupt60
  L_end_main
  _main
  L__main62
  L_ADC_Get_Sample0
  L_ADC_Get_Sample1
  L_ADC_Read2
  L_ADC_Read3
  L_end_ADC_Init
  _ADC_Init
  L_end_ADC_Get_Sample
  _ADC_Get_Sample
  L_end_ADC_Read
  _ADC_Read
  L_Delay_10us0
  L_Delay_22us1
  L_Delay_50us2
  L_Delay_80us3
  L_Delay_500us4
  L_Delay_5500us5
  L_Delay_1ms6
  L_Delay_5ms7
  L_Delay_8ms8
  L_Delay_10ms9
  L_Delay_100ms10
  L_Delay_1sec11
  L_boot16_Delay_5ms12
  L_Delay_Cyc13
  L_Delay_Cyc14
  L_VDelay_ms15
  L_VDelay_ms16
  L_VDelay_ms17
  L_VDelay_Advanced_ms18
  L_VDelay_Advanced_ms19
  L_VDelay_Advanced_ms20
  L_end_Get_Fosc_kHz
  _Get_Fosc_kHz
  L_end_Delay_1us
  _Delay_1us
  L_end_Delay_10us
  _Delay_10us
  L_end_Delay_22us
  _Delay_22us
  L_end_Delay_50us
  _Delay_50us
  L_end_Delay_80us
  _Delay_80us
  L_end_Delay_500us
  _Delay_500us
  L_end_Delay_5500us
  _Delay_5500us
  L_end_Delay_1ms
  _Delay_1ms
  L_end_Delay_5ms
  _Delay_5ms
  L_end_Delay_8ms
  _Delay_8ms
  L_end_Delay_10ms
  _Delay_10ms
  L_end_Delay_100ms
  _Delay_100ms
  L_end_Delay_1sec
  _Delay_1sec
  L_end_boot16_Delay_5ms
  _boot16_Delay_5ms
  L_end_Delay_Cyc
  _Delay_Cyc
  L_end_VDelay_ms
  _VDelay_ms
  L__VDelay_ms38
  L__VDelay_ms39
  L__VDelay_ms40
  L_end_VDelay_Advanced_ms
  _VDelay_Advanced_ms
  L__VDelay_Advanced_ms42
  L__VDelay_Advanced_ms43
  L__VDelay_Advanced_ms44
  L_Keypad_Key_Press0
  L_Keypad_Key_Press1
  L_Keypad_Key_Press2
  L_Keypad_Key_Press3
  L_Keypad_Key_Press4
  L_Keypad_Key_Click5
  L_Keypad_Key_Click6
  L_end_Keypad_Init
  _Keypad_Init
  L_end_Keypad_Key_Press
  _Keypad_Key_Press
  L_end_Keypad_Key_Click
  _Keypad_Key_Click
  L_Lcd_Cmd0
  L_Lcd_Cmd1
  L_Lcd_Out_CP2
  L_Lcd_Out_CP3
  L_Lcd_Chr4
  L_Lcd_Chr5
  L_Lcd_Chr6
  L_Lcd_Chr7
  L_Lcd_Chr8
  L_Lcd_Chr9
  L_Lcd_Chr10
  L_Lcd_Out11
  L_Lcd_Out12
  L_Lcd_Out13
  L_Lcd_Out14
  L_Lcd_Out15
  L_Lcd_Out16
  L_Lcd_Out17
  L_Lcd_Out18
  L_Lcd_Out19
  L_end_Lcd_Cmd
  _Lcd_Cmd
  L__Lcd_Cmd21
  L__Lcd_Cmd22
  L__Lcd_Cmd23
  L__Lcd_Cmd24
  L__Lcd_Cmd25
  L__Lcd_Cmd26
  L__Lcd_Cmd27
  L__Lcd_Cmd28
  L__Lcd_Cmd29
  L__Lcd_Cmd30
  L__Lcd_Cmd31
  L__Lcd_Cmd32
  L__Lcd_Cmd33
  L__Lcd_Cmd34
  L__Lcd_Cmd35
  L__Lcd_Cmd36
  L__Lcd_Cmd37
  L__Lcd_Cmd38
  L__Lcd_Cmd39
  L__Lcd_Cmd40
  L_end_Lcd_Chr_CP
  _Lcd_Chr_CP
  L_end_Lcd_Out_CP
  _Lcd_Out_CP
  L_end_Lcd_Chr
  _Lcd_Chr
  L_end_Lcd_Init
  _Lcd_Init
  L_end_Lcd_Out
  _Lcd_Out
  SETFOV32EEE
  SETFUN32EEE
  NORM3232
  JPNRES032
  JPNSETFUN32
  NORM3232A
  JMPNFIXSIGN32
  NORM32EEE
  NRMRND4032
  NRM4032
  JMPSETFOV32
  NORM4032
  JMPRES032
  JMPSETFUN32
  NORM4032A
  JMPFIXSIGN32
  NRM4032EEE
  USEA32
  JMPEEE
  ALIGNED32
  ALIGNB32
  ALOOPB32
  AOK32
  ACOMP32
  JMPNRMRND4032
  ADD_JMPSETFOV32
  JMPNRM4032
  JMPNRM32
  ADD32EEE
  FPM32
  JPMRES032
  M32BNE0
  MTUN32
  JPMSETFOV32
  MOK32
  JPMSETFUN32
  MLOOP32
  MNOADD32
  MADD32
  MROUND32
  MUL32OK
  MUL32EEE
  L_Div_32x32_FP7
  L_Div_32x32_FP8
  L_Div_32x32_FP9
  L_Div_32x32_FP10
  FPD32
  JPDSETFDZ32
  JPDRES032
  D32BNE0
  TALIGN32
  TS1ALIGN32
  TS2ALIGN32
  DALIGN32OK
  ALTB32
  AGEB32
  JPDSETFOV32
  DARGOK32
  JPDSETFUN32
  DLOOP32
  DS132
  DS232
  DREST32
  DOK32
  DAREST32
  DROUND32
  DIV32OK
  DIV32EEE
  SETIOV3224EEE
  INT3232U
  INT3232UEOK
  SETEXP32U
  SETIOV32U
  TSHIFT3232U
  SHIFT3232UOK
  SHIFT3232U
  INT3232UOK
  JPLSETIOV3224
  IRES032U
  INT3232UEER
  INT3232UEEE
  L_Double2Longword_0
  INT3232
  INT3232EOK
  SETIOV32
  TSHIFT3232
  SHIFT3232OK
  SHIFT3232
  INT3232OK
  JPISETIOV3224
  IRES032
  INT3232EER
  INT3232EEE
  L_Double2Longint_0
  INT3216
  IRES016
  SETIOV16
  TSHIFT3216
  SHIFT3216OK
  SHIFT3216
  INT3216OK
  JPJSETIOV3224
  INT3216EOK
